Date,DMA,Display_Impressions,Display_Clicks,Display_Spend,Gyms_Per_Sq_Mile,Weather_Condition,Gym_Memberships_Sold,Revenue,spend_up
2023-05-18,"Houston, TX",46083,543,625.05,2.08,Sunny,42,2744.34,control
2023-05-19,"Houston, TX",46249,599,616.01,2.08,Cloudy,43,2811.75,control
2023-05-20,"Houston, TX",49314,471,682.26,2.08,Sunny,49,3244.43,control
2023-05-21,"Houston, TX",48634,412,549.03,2.08,Cloudy,60,3920.83,control
2023-05-22,"Houston, TX",50589,560,593.51,2.08,Rainy,54,3522.08,control
2023-05-23,"Houston, TX",46369,246,247.06,2.08,Rainy,44,2885.91,control
2023-05-24,"Houston, TX",53102,641,1023.54,2.08,Cloudy,44,2923.26,control
2023-05-25,"Houston, TX",52066,580,588.63,2.08,Cloudy,41,2693.34,control
2023-05-26,"Houston, TX",55622,461,507.92,2.08,Rainy,42,2748.55,control
2023-05-27,"Houston, TX",41825,623,1226.39,2.08,Sunny,48,3146.57,control
2023-05-28,"Houston, TX",41902,601,984.1,2.08,Rainy,59,3869.15,control
2023-05-29,"Houston, TX",52632,319,467.27,2.08,Sunny,58,3772.93,control
2023-05-30,"Houston, TX",49058,544,734.54,2.08,Sunny,48,3132.5,control
2023-05-31,"Houston, TX",55974,576,661.41,2.08,Sunny,46,3015.09,control
2023-06-01,"Houston, TX",42541,363,692.37,2.08,Sunny,43,2826.21,control
2023-06-02,"Houston, TX",50887,360,719.14,2.08,Rainy,43,2839.55,control
2023-06-03,"Houston, TX",46938,582,685.05,2.08,Sunny,48,3120.45,control
2023-06-04,"Houston, TX",40074,397,540.76,2.08,Cloudy,58,3805.48,control
2023-06-05,"Houston, TX",41356,255,435.96,2.08,Sunny,55,3632.6,control
2023-06-06,"Houston, TX",52955,278,453.9,2.08,Sunny,47,3085.97,control
2023-06-07,"Houston, TX",40938,237,311.95,2.08,Sunny,42,2770.12,control
2023-06-08,"Houston, TX",50882,640,863.5,2.08,Cloudy,42,2748.35,control
2023-06-09,"Houston, TX",45390,263,514.27,2.08,Rainy,44,2900.14,control
2023-06-10,"Houston, TX",52516,758,1510.45,2.08,Sunny,47,3117.41,control
2023-06-11,"Houston, TX",54291,612,649.66,2.08,Cloudy,60,3935.37,control
2023-06-12,"Houston, TX",48154,441,659.35,2.08,Sunny,58,3814.33,control
2023-06-13,"Houston, TX",41508,319,375.86,2.08,Sunny,44,2918.4,control
2023-06-14,"Houston, TX",49262,691,1142.62,2.08,Sunny,43,2836.27,control
2023-06-15,"Houston, TX",52847,326,640.31,2.08,Rainy,41,2727.58,control
2023-06-16,"Houston, TX",53616,719,759.27,2.08,Cloudy,45,2951.36,control
2023-06-17,"Houston, TX",45906,457,531.69,2.08,Sunny,48,3157.22,control
2023-06-18,"Houston, TX",58250,442,787.34,2.08,Sunny,57,3708.63,control
2023-06-19,"Houston, TX",43101,601,968.09,2.08,Sunny,54,3545.71,control
2023-06-20,"Houston, TX",52392,654,1242.26,2.08,Cloudy,48,3149.92,control
2023-06-21,"Houston, TX",49567,698,1139.14,2.08,Rainy,43,2859.52,control
2023-06-22,"Houston, TX",49192,362,435.06,2.08,Snowy,42,2765.29,control
2023-06-23,"Houston, TX",59098,348,389.37,2.08,Snowy,43,2811.32,control
2023-06-24,"Houston, TX",54217,660,678.7,2.08,Sunny,51,3318.76,control
2023-06-25,"Houston, TX",49620,271,491.24,2.08,Sunny,56,3649.98,control
2023-06-26,"Houston, TX",52672,413,741.39,2.08,Sunny,53,3502.65,control
2023-06-27,"Houston, TX",46554,477,919.37,2.08,Sunny,48,3138.84,control
2023-06-28,"Houston, TX",46284,256,310.69,2.08,Sunny,44,2916.99,control
2023-06-29,"Houston, TX",49890,536,548.6,2.08,Rainy,41,2728.23,control
2023-06-30,"Houston, TX",57881,429,624.25,2.08,Cloudy,45,2983.08,control
2023-07-01,"Houston, TX",52763,558,598.6,2.08,Sunny,48,3165.95,control
2023-07-02,"Houston, TX",46303,262,433.47,2.08,Sunny,57,3712.54,control
2023-07-03,"Houston, TX",46122,348,348.53,2.08,Sunny,54,3561.24,control
2023-07-04,"Houston, TX",61102,759,1490.56,2.08,Sunny,48,3160.56,control
2023-07-05,"Houston, TX",48321,311,317.19,2.08,Rainy,46,3003.88,control
2023-07-06,"Houston, TX",47847,535,988.43,2.08,Snowy,43,2850.48,control
2023-07-07,"Houston, TX",46608,570,668.69,2.08,Sunny,42,2781.92,control
2023-07-08,"Houston, TX",51997,476,522.27,2.08,Rainy,51,3337.95,control
2023-07-09,"Houston, TX",43244,261,490.79,2.08,Cloudy,61,4022.1,control
2023-07-10,"Houston, TX",48785,651,963.54,2.08,Cloudy,59,3850.38,control
2023-07-11,"Houston, TX",51813,428,763.54,2.08,Cloudy,47,3094.27,control
2023-07-12,"Houston, TX",44840,309,324.59,2.08,Sunny,42,2789.41,control
2023-07-13,"Houston, TX",49104,676,1269.06,2.08,Sunny,43,2846.43,control
2023-07-14,"Houston, TX",52557,316,432.62,2.08,Sunny,43,2835.93,control
2023-07-15,"Houston, TX",48290,496,984.86,2.08,Snowy,50,3285.81,control
2023-07-16,"Houston, TX",48390,572,734.3,2.08,Sunny,60,3944.89,control
2023-07-17,"Houston, TX",46184,514,514.6,2.08,Sunny,58,3820.68,control
2023-07-18,"Houston, TX",50555,617,666.28,2.08,Cloudy,46,3017.65,control
2023-07-19,"Houston, TX",49775,616,633.26,2.08,Cloudy,44,2870.59,control
2023-07-20,"Houston, TX",44131,324,495.46,2.08,Sunny,43,2822.34,control
2023-07-21,"Houston, TX",48213,465,632.97,2.08,Snowy,44,2890.07,control
2023-07-22,"Houston, TX",58491,629,1228.79,2.08,Snowy,47,3105.01,control
2023-07-23,"Houston, TX",50153,340,412.32,2.08,Sunny,56,3646.82,control
2023-07-24,"Houston, TX",41906,394,428.45,2.08,Cloudy,55,3596.46,control
2023-07-25,"Houston, TX",51503,578,865.37,2.08,Sunny,46,3021.65,control
2023-07-26,"Houston, TX",48705,248,458.73,2.08,Cloudy,45,2926.06,control
2023-07-27,"Houston, TX",43316,474,532.41,2.08,Cloudy,43,2846.09,control
2023-07-28,"Houston, TX",48826,694,1215.62,2.08,Cloudy,44,2864.99,control
2023-07-29,"Houston, TX",65737,392,749.8,2.08,Sunny,50,3278.01,control
2023-07-30,"Houston, TX",55816,827,1104.82,2.08,Sunny,56,3701.79,control
2023-07-31,"Houston, TX",52185,559,849.16,2.08,Sunny,59,3842.72,control
2023-08-01,"Houston, TX",56313,420,821.95,2.08,Sunny,48,3145.36,control
2023-08-02,"Houston, TX",50101,509,877.5,2.08,Sunny,45,2971.92,control
2023-08-03,"Houston, TX",44064,539,911.37,2.08,Sunny,43,2846.25,control
2023-08-04,"Houston, TX",54001,533,706.56,2.08,Cloudy,43,2836.92,control
2023-08-05,"Houston, TX",46616,486,706.14,2.08,Cloudy,51,3319.4,control
2023-08-06,"Houston, TX",51265,360,512.86,2.08,Cloudy,61,3979.61,control
2023-08-07,"Houston, TX",60718,611,710.32,2.08,Rainy,56,3701.32,control
2023-08-08,"Houston, TX",51705,496,593.66,2.08,Sunny,47,3119.88,control
2023-08-09,"Houston, TX",47837,307,599.2,2.08,Cloudy,46,3009.92,control
2023-08-10,"Houston, TX",54468,472,651.58,2.08,Rainy,41,2718.45,control
2023-08-11,"Houston, TX",51198,466,868.45,2.08,Cloudy,43,2836.78,control
2023-08-12,"Houston, TX",45425,433,796.6,2.08,Rainy,50,3265.77,control
2023-08-13,"Houston, TX",46493,273,325.64,2.08,Sunny,61,4010.96,control
2023-08-14,"Houston, TX",56634,298,571.24,2.08,Sunny,58,3800.15,control
2023-08-15,"Houston, TX",49138,709,1203.67,2.08,Sunny,45,2953.37,control
2023-08-16,"Houston, TX",52468,470,686.72,2.08,Rainy,43,2859.49,control
2023-08-17,"Houston, TX",50802,563,777.09,2.08,Sunny,40,2614.88,control
2023-08-18,"Houston, TX",56764,505,804.24,2.08,Rainy,43,2838.86,control
2023-08-19,"Houston, TX",60460,603,1042.35,2.08,Cloudy,46,3044.87,control
2023-08-20,"Houston, TX",39783,201,241.79,2.08,Sunny,56,3678.14,control
2023-08-21,"Houston, TX",46211,436,848.37,2.08,Sunny,56,3699.95,control
2023-08-22,"Houston, TX",46816,666,1145.13,2.08,Sunny,48,3145.92,control
2023-08-23,"Houston, TX",51698,636,1049.68,2.08,Cloudy,45,2986.18,control
2023-08-24,"Houston, TX",55846,551,968.76,2.08,Rainy,41,2688.71,control
2023-08-25,"Houston, TX",52470,322,428.55,2.08,Cloudy,42,2747.61,control
2023-08-26,"Houston, TX",51250,675,895.6,2.08,Sunny,50,3253.25,control
2023-08-27,"Houston, TX",41614,548,715.47,2.08,Snowy,59,3863.7,control
2023-08-28,"Houston, TX",54530,357,415.65,2.08,Snowy,56,3702.85,control
2023-08-29,"Houston, TX",50098,347,578.48,2.08,Sunny,45,2970.66,control
2023-08-30,"Houston, TX",46222,650,794.51,2.08,Sunny,43,2822.13,control
2023-08-31,"Houston, TX",46968,577,761.14,2.08,Cloudy,43,2795.89,control
2023-09-01,"Houston, TX",49513,294,496.51,2.08,Rainy,42,2778.86,control
2023-09-02,"Houston, TX",54282,585,944.17,2.08,Rainy,49,3199.73,control
2023-09-03,"Houston, TX",53956,310,414.05,2.08,Rainy,59,3841.07,control
2023-09-04,"Houston, TX",48051,715,1418.05,2.08,Cloudy,57,3729.55,control
2023-09-05,"Houston, TX",44137,377,537.58,2.08,Sunny,47,3074.52,control
2023-09-06,"Houston, TX",38573,253,310.58,2.08,Cloudy,44,2888.71,control
2023-09-07,"Houston, TX",50213,486,636.75,2.08,Sunny,40,2628.4,control
2023-09-08,"Houston, TX",50809,672,1286.13,2.08,Sunny,44,2922.36,control
2023-09-09,"Houston, TX",49244,496,554.53,2.08,Sunny,50,3251.87,control
2023-09-10,"Houston, TX",51861,583,1118.48,2.08,Cloudy,60,3926.18,control
2023-09-11,"Houston, TX",52031,439,656.56,2.08,Sunny,54,3543.11,control
2023-09-12,"Houston, TX",56458,591,792.49,2.08,Sunny,44,2918.25,control
2023-09-13,"Houston, TX",51709,502,907.41,2.08,Snowy,46,3000.45,control
2023-09-14,"Houston, TX",54805,656,1249.5,2.08,Rainy,40,2602.54,control
2023-09-15,"Houston, TX",54136,385,644.79,2.08,Sunny,45,2955.54,control
2023-09-16,"Houston, TX",44020,385,701.73,2.08,Sunny,51,3350.59,control
2023-09-17,"Houston, TX",45614,245,459.73,2.08,Cloudy,57,3750.07,control
2023-09-18,"Houston, TX",44050,472,483.26,2.08,Cloudy,54,3529.2,control
2023-09-19,"Houston, TX",42849,295,585.0,2.08,Sunny,48,3184.07,control
2023-09-20,"Houston, TX",55909,762,1396.94,2.08,Sunny,45,2944.44,control
2023-09-21,"Houston, TX",54715,402,631.64,2.08,Cloudy,39,2592.9,control
2023-09-22,"Houston, TX",56858,288,544.54,2.08,Sunny,43,2827.02,control
2023-09-23,"Houston, TX",52803,553,1049.0,2.08,Sunny,47,3119.98,control
2023-09-24,"Houston, TX",52273,306,403.08,2.08,Sunny,59,3886.76,control
2023-09-25,"Houston, TX",46436,518,604.19,2.08,Cloudy,55,3622.09,control
2023-09-26,"Houston, TX",56612,400,682.58,2.08,Sunny,45,2968.76,control
2023-09-27,"Houston, TX",56631,472,496.47,2.08,Rainy,45,2969.44,control
2023-09-28,"Houston, TX",52869,488,931.72,2.08,Sunny,43,2846.24,control
2023-09-29,"Houston, TX",48648,593,982.53,2.08,Sunny,46,3005.12,control
2023-09-30,"Houston, TX",53553,613,861.39,2.08,Rainy,47,3065.23,control
2023-10-01,"Houston, TX",54507,537,670.32,2.08,Sunny,61,3965.96,control
2023-10-02,"Houston, TX",52425,728,1367.29,2.08,Rainy,55,3576.54,control
2023-10-03,"Houston, TX",43911,261,334.71,2.08,Cloudy,45,2951.12,control
2023-10-04,"Houston, TX",56925,527,700.91,2.08,Cloudy,42,2766.29,control
2023-10-05,"Houston, TX",47938,486,946.14,2.08,Rainy,43,2797.02,control
2023-10-06,"Houston, TX",54704,284,430.24,2.08,Cloudy,46,3017.58,control
2023-10-07,"Houston, TX",54159,727,1333.3,2.08,Sunny,49,3238.42,control
2023-10-08,"Houston, TX",51834,340,663.08,2.08,Rainy,57,3708.84,control
2023-10-09,"Houston, TX",49798,717,795.25,2.08,Sunny,57,3731.95,control
2023-10-10,"Houston, TX",46948,609,781.96,2.08,Sunny,46,2990.97,control
2023-10-11,"Houston, TX",45338,564,1022.74,2.08,Rainy,42,2733.3,control
2023-10-12,"Houston, TX",48421,553,637.29,2.08,Cloudy,43,2808.52,control
2023-10-13,"Houston, TX",49633,484,573.9,2.08,Sunny,46,3001.57,control
2023-10-14,"Houston, TX",39717,578,1084.04,2.08,Sunny,48,3167.43,control
2023-10-15,"Houston, TX",44258,276,471.64,2.08,Cloudy,60,3913.37,control
2023-10-16,"Houston, TX",46991,594,1025.62,2.08,Rainy,54,3563.44,control
2023-10-17,"Houston, TX",47968,469,924.51,2.08,Rainy,47,3090.56,control
2023-10-18,"Houston, TX",51911,476,519.4,2.08,Sunny,46,3000.5,control
2023-10-19,"Houston, TX",49980,475,782.67,2.08,Rainy,40,2652.97,control
2023-10-20,"Houston, TX",46160,636,788.85,2.08,Sunny,45,2939.88,control
2023-10-21,"Houston, TX",53500,622,865.24,2.08,Rainy,48,3127.95,control
2023-10-22,"Houston, TX",50279,508,606.1,2.08,Cloudy,58,3771.37,control
2023-10-23,"Houston, TX",46081,366,729.65,2.08,Sunny,53,3494.88,control
2023-10-24,"Houston, TX",47195,587,712.67,2.08,Rainy,46,2995.55,control
2023-10-25,"Houston, TX",46478,624,987.9,2.08,Cloudy,45,2982.33,control
2023-10-26,"Houston, TX",52668,674,1112.54,2.08,Cloudy,42,2782.2,control
2023-10-27,"Houston, TX",47374,354,544.37,2.08,Snowy,42,2763.51,control
2023-10-28,"Houston, TX",50065,510,758.4,2.08,Snowy,46,3048.14,control
2023-10-29,"Houston, TX",45439,318,354.77,2.08,Snowy,57,3715.12,control
2023-10-30,"Houston, TX",51843,477,886.06,2.08,Sunny,57,3748.68,control
2023-10-31,"Houston, TX",53275,647,1259.15,2.08,Rainy,46,3025.81,control
2023-11-01,"Houston, TX",56091,477,561.58,2.08,Snowy,46,2997.39,control
2023-11-02,"Houston, TX",47376,386,743.81,2.08,Cloudy,41,2680.43,control
2023-11-03,"Houston, TX",43271,294,584.14,2.08,Rainy,46,3003.14,control
2023-11-04,"Houston, TX",41095,386,465.39,2.08,Cloudy,49,3248.61,control
2023-11-05,"Houston, TX",43549,418,594.02,2.08,Cloudy,57,3736.37,control
2023-11-06,"Houston, TX",57696,373,583.1,2.08,Sunny,54,3511.46,control
2023-11-07,"Houston, TX",53790,488,925.16,2.08,Rainy,48,3156.38,control
2023-11-08,"Houston, TX",46093,481,954.48,2.08,Cloudy,43,2824.29,control
2023-11-09,"Houston, TX",48295,558,901.84,2.08,Cloudy,39,2595.93,control
2023-11-10,"Houston, TX",54501,349,563.86,2.08,Cloudy,44,2906.45,control
2023-11-11,"Houston, TX",57334,350,380.01,2.08,Cloudy,50,3266.74,control
2023-11-12,"Houston, TX",57466,852,978.16,2.08,Sunny,61,3984.86,control
2023-11-13,"Houston, TX",41444,263,353.61,2.08,Sunny,53,3498.51,control
2023-11-14,"Houston, TX",49472,585,924.54,2.08,Sunny,47,3067.34,control
2023-11-15,"Houston, TX",49729,722,1140.63,2.08,Rainy,45,2949.46,control
2023-11-16,"Houston, TX",51380,503,555.97,2.08,Sunny,42,2770.84,control
2023-11-17,"Houston, TX",48286,260,492.93,2.08,Rainy,45,2939.11,control
2023-11-18,"Houston, TX",51597,680,779.47,2.08,Rainy,49,3211.95,control
2023-11-19,"Houston, TX",49977,555,765.22,2.08,Cloudy,58,3773.57,control
2023-11-20,"Houston, TX",61159,743,1288.19,2.08,Cloudy,54,3530.62,control
2023-11-21,"Houston, TX",42063,497,517.69,2.08,Sunny,47,3100.85,control
2023-11-22,"Houston, TX",56545,338,351.51,2.08,Cloudy,42,2769.78,control
2023-11-23,"Houston, TX",50881,545,879.8,2.08,Cloudy,42,2754.43,control
2023-11-24,"Houston, TX",47797,609,931.24,2.08,Sunny,45,2928.61,control
2023-11-25,"Houston, TX",59324,497,560.13,2.08,Rainy,48,3137.56,control
2023-11-26,"Houston, TX",43130,355,537.66,2.08,Cloudy,58,3817.32,control
2023-11-27,"Houston, TX",47681,559,787.52,2.08,Rainy,56,3683.87,control
2023-11-28,"Houston, TX",57154,416,493.9,2.08,Sunny,47,3096.0,control
2023-11-29,"Houston, TX",50018,476,505.94,2.08,Rainy,45,2965.55,control
2023-11-30,"Houston, TX",49579,738,1163.69,2.08,Sunny,43,2844.36,control
2023-12-01,"Houston, TX",51405,714,1258.95,2.08,Cloudy,44,2885.83,control
2023-12-02,"Houston, TX",49382,682,992.38,2.08,Sunny,46,3047.04,control
2023-12-03,"Houston, TX",50413,312,338.97,2.08,Cloudy,60,3958.71,control
2023-12-04,"Houston, TX",51241,382,396.44,2.08,Cloudy,55,3606.69,control
2023-12-05,"Houston, TX",50160,611,1112.03,2.08,Rainy,45,2941.0,control
2023-12-06,"Houston, TX",43409,597,849.79,2.08,Snowy,44,2871.06,control
2023-12-07,"Houston, TX",50692,439,765.64,2.08,Sunny,42,2790.2,control
2023-12-08,"Houston, TX",51900,454,679.48,2.08,Sunny,42,2744.18,control
2023-12-09,"Houston, TX",47712,634,1080.25,2.08,Snowy,50,3307.17,control
2023-12-10,"Houston, TX",52324,393,652.28,2.08,Sunny,61,3981.54,control
2023-12-11,"Houston, TX",53245,715,1136.4,2.08,Cloudy,54,3524.43,control
2023-12-12,"Houston, TX",53891,539,805.73,2.08,Cloudy,48,3183.31,control
2023-12-13,"Houston, TX",42144,468,691.44,2.08,Sunny,45,2954.17,control
2023-12-14,"Houston, TX",56682,476,533.11,2.08,Sunny,43,2806.41,control
2023-12-15,"Houston, TX",40593,412,473.26,2.08,Cloudy,45,2954.95,control
2023-12-16,"Houston, TX",43677,293,563.95,2.08,Sunny,48,3139.21,control
2023-12-17,"Houston, TX",49285,723,1095.84,2.08,Cloudy,60,3904.58,control
2023-12-18,"Houston, TX",48758,512,665.83,2.08,Sunny,54,3554.37,control
2023-12-19,"Houston, TX",48304,245,482.31,2.08,Cloudy,44,2907.18,control
2023-12-20,"Houston, TX",56142,291,460.04,2.08,Rainy,45,2977.58,control
2023-12-21,"Houston, TX",49234,330,652.28,2.08,Rainy,43,2812.97,control
2023-12-22,"Houston, TX",41089,278,300.44,2.08,Sunny,46,3016.04,control
2023-12-23,"Houston, TX",44929,473,624.26,2.08,Snowy,48,3168.21,control
2023-12-24,"Houston, TX",57966,827,1220.76,2.08,Cloudy,61,3966.33,control
2023-12-25,"Houston, TX",47323,528,735.15,2.08,Rainy,57,3766.9,control
2023-12-26,"Houston, TX",45176,375,563.27,2.08,Cloudy,45,2930.51,control
2023-12-27,"Houston, TX",46673,248,387.54,2.08,Sunny,42,2790.23,control
2023-12-28,"Houston, TX",56707,582,638.72,2.08,Rainy,41,2716.31,control
2023-12-29,"Houston, TX",52684,393,394.22,2.08,Sunny,43,2825.87,control
2023-12-30,"Houston, TX",42445,370,637.48,2.08,Sunny,51,3345.92,control
2023-12-31,"Houston, TX",48310,652,1216.84,2.08,Cloudy,60,3926.44,control
2024-01-01,"Houston, TX",40974,425,503.06,2.08,Rainy,88,5756.86,control
2024-01-02,"Houston, TX",48174,359,568.18,2.08,Sunny,69,4516.83,control
2024-01-03,"Houston, TX",57822,382,471.79,2.08,Rainy,67,4396.2,control
2024-01-04,"Houston, TX",52147,274,296.94,2.08,Cloudy,60,3940.84,control
2024-01-05,"Houston, TX",43961,385,459.09,2.08,Snowy,68,4423.97,control
2024-01-06,"Houston, TX",54299,390,661.64,2.08,Snowy,76,4988.28,control
2024-01-07,"Houston, TX",51027,608,692.35,2.08,Snowy,92,5995.67,control
2024-01-08,"Houston, TX",53005,447,810.78,2.08,Sunny,85,5538.24,control
2024-01-09,"Houston, TX",42229,518,721.77,2.08,Cloudy,66,4336.97,control
2024-01-10,"Houston, TX",57736,701,959.29,2.08,Cloudy,69,4513.56,control
2024-01-11,"Houston, TX",55839,786,1054.8,2.08,Cloudy,64,4211.58,control
2024-01-12,"Houston, TX",38737,407,495.32,2.08,Sunny,66,4347.08,control
2024-01-13,"Houston, TX",53003,439,500.84,2.08,Sunny,74,4838.59,control
2024-01-14,"Houston, TX",41892,437,501.1,2.08,Cloudy,88,5752.26,control
2024-01-15,"Houston, TX",53911,662,1295.24,2.08,Cloudy,80,5243.74,control
2024-01-16,"Houston, TX",59215,420,823.96,2.08,Snowy,69,4531.4,control
2024-01-17,"Houston, TX",58650,615,1140.73,2.08,Rainy,65,4255.74,control
2024-01-18,"Houston, TX",48189,419,453.89,2.08,Rainy,62,4035.86,control
2024-01-19,"Houston, TX",50245,296,416.91,2.08,Sunny,69,4489.77,control
2024-01-20,"Houston, TX",51909,610,1053.48,2.08,Cloudy,70,4588.42,control
2024-01-21,"Houston, TX",48667,501,981.57,2.08,Sunny,84,5524.09,control
2024-01-22,"Houston, TX",46477,432,855.73,2.08,Sunny,85,5577.52,control
2024-01-23,"Houston, TX",51717,756,1396.95,2.08,Rainy,71,4643.0,control
2024-01-24,"Houston, TX",53724,497,503.17,2.08,Snowy,64,4206.99,control
2024-01-25,"Houston, TX",44933,434,796.65,2.08,Rainy,64,4186.24,control
2024-01-26,"Houston, TX",49139,246,392.65,2.08,Sunny,64,4201.02,control
2024-01-27,"Houston, TX",44488,529,853.1,2.08,Sunny,76,4986.75,control
2024-01-28,"Houston, TX",50860,520,683.9,2.08,Sunny,91,5938.21,control
2024-01-29,"Houston, TX",50737,389,574.85,2.08,Rainy,82,5393.86,control
2024-01-30,"Houston, TX",54967,563,653.2,2.08,Sunny,73,4752.07,control
2024-01-31,"Houston, TX",56076,448,729.18,2.08,Cloudy,69,4520.43,control
2024-02-01,"Houston, TX",48468,419,492.23,2.08,Sunny,50,3303.78,control
2024-02-02,"Houston, TX",47405,436,721.68,2.08,Snowy,54,3526.57,control
2024-02-03,"Houston, TX",43642,523,656.87,2.08,Sunny,60,3961.12,control
2024-02-04,"Houston, TX",47661,573,722.52,2.08,Sunny,71,4666.76,control
2024-02-05,"Houston, TX",49601,646,1279.41,2.08,Sunny,67,4373.72,control
2024-02-06,"Houston, TX",43158,537,819.69,2.08,Snowy,59,3873.75,control
2024-02-07,"Houston, TX",49997,505,849.15,2.08,Sunny,57,3755.13,control
2024-02-08,"Houston, TX",50268,278,491.64,2.08,Sunny,53,3493.05,control
2024-02-09,"Houston, TX",55635,502,610.29,2.08,Sunny,55,3617.82,control
2024-02-10,"Houston, TX",48110,504,508.58,2.08,Sunny,61,4016.18,control
2024-02-11,"Houston, TX",41499,601,685.3,2.08,Rainy,73,4795.39,control
2024-02-12,"Houston, TX",46426,565,914.76,2.08,Sunny,69,4534.53,control
2024-02-13,"Houston, TX",48564,592,889.95,2.08,Rainy,61,3972.66,control
2024-02-14,"Houston, TX",46632,522,990.65,2.08,Snowy,54,3525.91,control
2024-02-15,"Houston, TX",52049,551,1069.12,2.08,Cloudy,53,3489.39,control
2024-02-16,"Houston, TX",48377,405,780.78,2.08,Sunny,52,3439.71,control
2024-02-17,"Houston, TX",43317,369,708.46,2.08,Sunny,61,3973.76,control
2024-02-18,"Houston, TX",50314,270,527.81,2.08,Sunny,73,4753.07,control
2024-02-19,"Houston, TX",58993,836,1091.98,2.08,Cloudy,73,4771.82,control
2024-02-20,"Houston, TX",43377,289,568.05,2.08,Sunny,55,3636.46,control
2024-02-21,"Houston, TX",51228,640,825.78,2.08,Cloudy,55,3582.36,control
2024-02-22,"Houston, TX",53672,755,1364.76,2.08,Sunny,54,3521.37,control
2024-02-23,"Houston, TX",47837,484,761.34,2.08,Cloudy,53,3456.98,control
2024-02-24,"Houston, TX",46636,402,680.52,2.08,Sunny,59,3883.46,control
2024-02-25,"Houston, TX",59297,350,527.79,2.08,Sunny,73,4762.08,control
2024-02-26,"Houston, TX",47449,460,630.6,2.08,Sunny,72,4730.74,control
2024-02-27,"Houston, TX",54906,802,1479.01,2.08,Cloudy,57,3753.66,control
2024-02-28,"Houston, TX",54974,684,755.59,2.08,Snowy,55,3578.47,control
2024-02-29,"Houston, TX",56083,331,628.38,2.08,Sunny,52,3427.51,control
2024-03-01,"Houston, TX",53540,478,565.34,2.08,Cloudy,49,3225.38,control
2024-03-02,"Houston, TX",42940,364,559.05,2.08,Snowy,54,3571.16,control
2024-03-03,"Houston, TX",48026,437,582.38,2.08,Sunny,64,4185.91,control
2024-03-04,"Houston, TX",47958,327,638.59,2.08,Sunny,63,4140.54,control
2024-03-05,"Houston, TX",52494,782,910.01,2.08,Cloudy,50,3254.7,control
2024-03-06,"Houston, TX",49011,303,483.54,2.08,Rainy,47,3119.34,control
2024-03-07,"Houston, TX",37033,289,490.09,2.08,Sunny,45,2935.89,control
2024-03-08,"Houston, TX",41133,566,1090.43,2.08,Sunny,47,3097.22,control
2024-03-09,"Houston, TX",41283,242,451.19,2.08,Sunny,52,3433.93,control
2024-03-10,"Houston, TX",41953,237,447.48,2.08,Rainy,67,4407.54,control
2024-03-11,"Houston, TX",46402,441,640.43,2.08,Cloudy,61,3975.73,control
2024-03-12,"Houston, TX",48511,504,525.32,2.08,Rainy,53,3502.34,control
2024-03-13,"Houston, TX",45855,564,700.79,2.08,Sunny,48,3137.71,control
2024-03-14,"Houston, TX",56951,682,1071.71,2.08,Sunny,48,3123.4,control
2024-03-15,"Houston, TX",58335,855,1145.99,2.08,Snowy,50,3262.88,control
2024-03-16,"Houston, TX",47919,692,869.4,2.08,Cloudy,52,3415.31,control
2024-03-17,"Houston, TX",46647,579,1133.58,2.08,Rainy,64,4183.92,control
2024-03-18,"Houston, TX",45380,579,891.91,2.08,Snowy,60,3944.26,control
2024-03-19,"Houston, TX",55527,699,829.01,2.08,Rainy,49,3211.97,control
2024-03-20,"Houston, TX",52743,549,1060.72,2.08,Sunny,46,3045.34,control
2024-03-21,"Houston, TX",46701,279,453.6,2.08,Cloudy,47,3119.23,control
2024-03-22,"Houston, TX",52101,373,515.98,2.08,Cloudy,47,3080.25,control
2024-03-23,"Houston, TX",51986,403,715.97,2.08,Rainy,55,3619.29,control
2024-03-24,"Houston, TX",52634,286,359.99,2.08,Snowy,67,4377.05,control
2024-03-25,"Houston, TX",58468,660,908.98,2.08,Cloudy,59,3886.92,control
2024-03-26,"Houston, TX",54237,782,1115.29,2.08,Cloudy,49,3231.95,control
2024-03-27,"Houston, TX",52350,726,1217.58,2.08,Sunny,48,3184.93,control
2024-03-28,"Houston, TX",43220,418,582.94,2.08,Sunny,44,2924.72,control
2024-03-29,"Houston, TX",43601,369,725.46,2.08,Sunny,49,3228.73,control
2024-03-30,"Houston, TX",38636,542,717.06,2.08,Sunny,55,3616.31,control
2024-03-31,"Houston, TX",52286,655,805.61,2.08,Sunny,62,4082.71,control
2024-04-01,"Houston, TX",36526,393,408.53,2.08,Sunny,57,3717.51,control
2024-04-02,"Houston, TX",54218,724,1001.57,2.08,Snowy,44,2887.21,control
2024-04-03,"Houston, TX",59356,644,1148.33,2.08,Sunny,46,3004.04,control
2024-04-04,"Houston, TX",39587,587,846.92,2.08,Sunny,40,2659.88,control
2024-04-05,"Houston, TX",46208,566,731.59,2.08,Sunny,45,2938.0,control
2024-04-06,"Houston, TX",54892,725,774.21,2.08,Rainy,47,3086.41,control
2024-04-07,"Houston, TX",52350,403,758.37,2.08,Sunny,59,3853.08,control
2024-04-08,"Houston, TX",58538,612,877.59,2.08,Sunny,54,3543.25,control
2024-04-09,"Houston, TX",46960,630,1033.76,2.08,Sunny,44,2884.79,control
